id,listing_id,make,model,title,price_old,price_new,price_difference,price_change_percent,change_type,change_date,change_timestamp,last_seen,created_at
1961,60c493a3-5d05-4fd9-81ce-116109aeb39c,audi,a1,Audi A1Allstreet,29900.0,29700.0,-200.0,-0.6688963210702341,PREIS_GESUNKEN,2026-02-20T05:21:02.313764,1771564862,2026-02-19T05:26:16.482998,2026-02-20 05:21:02
1962,6069422b-f66f-40ef-9f24-680866387908,audi,a1,Audi A1Sportback S line,31900.0,29900.0,-2000.0,-6.269592476489027,PREIS_GESUNKEN,2026-02-20T05:21:02.314171,1771564862,2026-02-19T05:26:16.485185,2026-02-20 05:21:02
1963,77a6bb5c-2f23-4d2e-9296-0661074fec5f,audi,a1,Audi A1Sportback S line,32520.0,31999.0,-521.0,-1.6020910209102093,PREIS_GESUNKEN,2026-02-20T05:21:02.314707,1771564862,2026-02-19T05:26:20.044022,2026-02-20 05:21:02
1964,7c0de06a-ebfd-4228-acde-a036ff838835,audi,a1,Audi A1Sportback S line,33900.0,33750.0,-150.0,-0.4424778761061947,PREIS_GESUNKEN,2026-02-20T05:21:02.315574,1771564862,2026-02-19T05:26:23.798691,2026-02-20 05:21:02
1965,dd05ca83-7702-4533-89d3-7df59f86780e,audi,a1,Audi A1Sportback S line,38900.0,34900.0,-4000.0,-10.282776349614396,PREIS_GESUNKEN,2026-02-20T05:21:02.316046,1771564862,2026-02-19T05:26:27.426916,2026-02-20 05:21:02
1910,dbd24e3b-fed1-4174-b8e0-a4c08e09d9e2,audi,a1,Audi A11.4 TFSI Sportback S tronic design,13990.0,14500.0,510.0,3.6454610436025736,PREIS_GESTIEGEN,2026-02-14T05:14:06.224879,1771046046,2026-02-13T05:26:02.721931,2026-02-14 05:14:06
1875,dbd24e3b-fed1-4174-b8e0-a4c08e09d9e2,audi,a1,Audi A11.4 TFSI Sportback S tronic design,14900.0,13990.0,-910.0,-6.10738255033557,PREIS_GESUNKEN,2026-02-12T05:29:43.333360,1770874183,2026-02-11T05:41:16.463208,2026-02-12 05:29:43
1876,1386361c-342e-40b1-8711-28b0eae5fb5a,audi,a1,Audi A1Sportback 30TFSI 116ch S-tronic,20700.0,19990.0,-710.0,-3.429951690821256,PREIS_GESUNKEN,2026-02-12T05:29:43.335671,1770874183,2026-02-11T05:41:23.590638,2026-02-12 05:29:43
1814,998d3583-6b86-4229-9ddb-ad8fb7e9195c,audi,a1,Audi A1AllStreet+30TFSI+Navi+BVM,24490.0,23990.0,-500.0,-2.041649652919559,PREIS_GESUNKEN,2026-02-06T05:20:38.790834,1770355238,2026-02-05T05:22:02.749137,2026-02-06 05:20:38
1815,d2576687-c9fc-43e6-9837-ef1112047e35,audi,a1,Audi A140 TFSI S line,29400.0,28850.0,-550.0,-1.870748299319728,PREIS_GESUNKEN,2026-02-06T05:20:38.791730,1770355238,2026-02-05T05:21:57.957142,2026-02-06 05:20:38
