id,listing_id,make,model,title,url,price,mileage,fuel_type,first_registration,power,transmission,seller_type,location,scraped_date,scraped_timestamp,is_active,created_at,updated_at
896,1fd2a0d5-67f4-49ff-a310-b741ece5977e,audi,a3,Audi A3SPORTBACK 35 TDI 150 S-TRONIC BUSINESS GPS,,27290.0,35209,Diesel,10-2020,,,Händler,,2026-02-18T05:27:17.705448,1771392437,1,2025-07-14 14:45:08,2026-02-18 05:27:21
3705,1d66c8f0-e3f7-4566-afd8-81f6d987ae04,audi,a3,Audi A3SPORTBACK 2.0 TFSI 190 S-TRONIC 7 S-LINE GPS,,19190.0,117112,Benzin,11-2017,,,Händler,,2026-02-18T05:27:17.706533,1771392437,1,2025-12-25 04:43:48,2026-02-18 05:27:21
4411,47889c76-8653-4d52-854b-6dc1cc1d03ae,audi,a3,Audi A3A3 1.4 TFSI Limousine Ambition,,14995.0,74582,Benzin,03-2015,,,Privat,,2026-02-18T05:27:17.707005,1771392437,1,2026-01-22 04:55:06,2026-02-18 05:27:21
4564,fed18cd4-ca98-4725-a59c-ed20f051093f,audi,a3,Audi A31.4 TFSI cylinder on demand Cabrio S tronic line S,,13500.0,185000,Benzin,12-2014,,,Privat,,2026-02-18T05:27:17.710591,1771392437,1,2026-01-26 05:00:33,2026-02-18 05:27:21
4763,a964808d-af3e-46b4-8ac4-041aae4678d6,audi,a3,Audi A31.6 TDI Limousine sport,,10400.0,184000,Diesel,12-2017,,,Privat,,2026-02-18T05:27:17.711480,1771392437,1,2026-01-30 05:14:01,2026-02-18 05:27:21
4907,d161f810-44ac-447a-ae47-b718f2b0b318,audi,a3,Audi A335 TDI Sportback S tronic line,,28000.0,48000,Diesel,11-2023,,,Privat,,2026-02-18T05:27:17.709269,1771392437,1,2026-02-03 05:19:15,2026-02-18 05:27:21
4931,4fd07e2f-a098-40db-a927-63657460749b,audi,a3,Audi A32.0 TDI Limousine quattro S tronic sport,,18500.0,140000,Diesel,01-2017,,,Privat,,2026-02-18T05:27:17.710151,1771392437,1,2026-02-04 05:13:44,2026-02-18 05:27:21
4932,9e5e93ed-7b20-4336-a140-1d47788c0005,audi,a3,Audi A3Sportback 1.5 tfsi Sport 150hp - Led - V Cockpit,,25000.0,27000,Benzin,03-2018,,,Privat,,2026-02-18T05:27:17.711044,1771392437,1,2026-02-04 05:13:44,2026-02-18 05:27:21
4956,3ed69d0c-8c28-42c8-81d8-937da09fb99d,audi,a3,Audi A340 TFSIe Sportback S tronic,,24000.0,62809,2,02-2021,,,Privat,,2026-02-18T05:27:17.708357,1771392437,1,2026-02-05 05:21:15,2026-02-18 05:27:21
4981,694c05cf-793e-4038-8b82-3626e4a3a2e9,audi,a3,Audi A335 TDI S line,,33000.0,31000,Diesel,08-2023,,,Privat,,2026-02-18T05:27:17.707900,1771392437,1,2026-02-06 05:19:41,2026-02-18 05:27:21
