id,listing_id,make,model,title,price_old,price_new,price_difference,price_change_percent,change_type,change_date,change_timestamp,last_seen,created_at
2672,6d96b93d-8a78-4988-802a-0997215bc37f,mercedes-benz,c-200,Mercedes-Benz C 200D,19900.0,22900.0,3000.0,15.07537688442211,PREIS_GESTIEGEN,2026-04-16T06:07:19.036028,1776319639,2026-04-15T06:04:40.851103,2026-04-16 06:07:19
2458,70e96264-6cf1-4442-bbc8-ce9cf1a3e04b,mercedes-benz,c-200,Mercedes-Benz C 200d T Kombi AVANTGARDE LED CUIR NAVI,26900.0,25900.0,-1000.0,-3.717472118959108,PREIS_GESUNKEN,2026-04-03T05:44:56.990999,1775195096,2026-04-02T05:44:47.776903,2026-04-03 05:44:56
2401,70e96264-6cf1-4442-bbc8-ce9cf1a3e04b,mercedes-benz,c-200,Mercedes-Benz C 200d T Kombi AVANTGARDE LED CUIR NAVI,25900.0,26900.0,1000.0,3.861003861003861,PREIS_GESTIEGEN,2026-04-02T05:44:55.831942,1775108695,2026-04-01T05:59:35.193080,2026-04-02 05:44:55
2369,3cf32e11-ec9f-4f23-b877-5442278f43f7,mercedes-benz,c-200,Mercedes-Benz C 200C 200 CDI Elegance (EURO 4),3800.0,3200.0,-600.0,-15.789473684210526,PREIS_GESUNKEN,2026-04-01T05:59:43.005264,1775023183,2026-03-31T05:47:05.885114,2026-04-01 05:59:43
2370,4f5b971b-e43c-464c-b4d9-7bf5575c8ae9,mercedes-benz,c-200,Mercedes-Benz C 200C 200 T CDI Elegance,3800.0,3200.0,-600.0,-15.789473684210526,PREIS_GESUNKEN,2026-04-01T05:59:43.005576,1775023183,2026-03-31T05:47:05.886552,2026-04-01 05:59:43
2360,0acb77ca-53e4-4b05-ae5b-bfb93527de7a,mercedes-benz,c-200,Mercedes-Benz C 200C 200 Cabrio 4Matic 9G-TRONIC AMG Line,32500.0,31500.0,-1000.0,-3.076923076923077,PREIS_GESUNKEN,2026-03-30T06:02:52.700387,1774850572,2026-03-29T05:46:07.804729,2026-03-30 06:02:52
2294,226258b8-1c47-4915-a34b-78a66da086cd,mercedes-benz,c-200,Mercedes-Benz C 200C 200 CDI Sport coupe,4200.0,4000.0,-200.0,-4.761904761904762,PREIS_GESUNKEN,2026-03-22T05:21:58.990621,1774156918,2026-03-21T05:09:52.927652,2026-03-22 05:21:58
2179,c0fdee54-159e-4b73-be3f-690535e2499f,mercedes-benz,c-200,Mercedes-Benz C 200C 200 d,42990.0,39990.0,-3000.0,-6.978367062107467,PREIS_GESUNKEN,2026-03-12T05:18:48.836224,1773292728,2026-03-11T05:14:40.536968,2026-03-12 05:18:48
2049,e3aefede-a0fb-4065-8d87-2e7c38823aab,mercedes-benz,c-200,Mercedes-Benz C 200d T 9G-TRONIC Avantgarde,13900.0,12990.0,-910.0,-6.546762589928059,PREIS_GESUNKEN,2026-03-03T05:16:42.609342,1772515002,2026-03-02T05:17:55.264561,2026-03-03 05:16:42
1806,dcb846db-d505-4e91-b993-c32d54e92bce,mercedes-benz,c-200,Mercedes-Benz C 200C 200 Cabrio 4Matic 9G-TRONIC AMG Line,34500.0,32500.0,-2000.0,-5.797101449275362,PREIS_GESUNKEN,2026-02-06T05:18:33.919680,1770355113,2026-02-05T05:19:55.240621,2026-02-06 05:18:33
