id,listing_id,make,model,title,url,price,mileage,fuel_type,first_registration,power,transmission,seller_type,location,scraped_date,scraped_timestamp,is_active,created_at,updated_at
1821,a9dd1b75-c8a2-4a49-ac03-7426001894d5,bmw,330,BMW 330xi Coupé Automatique N53B30 4x4 Essence,,10000.0,225000,Benzin,01-2007,,,Privat,,2026-05-17T06:53:19.666153,1779000799,1,2025-09-24 04:31:43,2026-05-17 06:53:23
3783,6b11d0e3-27bf-499d-8eb1-c89cd7fd5363,bmw,330,BMW 330330d xDrive DPF Touring Aut.,,6790.0,265000,Diesel,02-2009,,,Privat,,2026-05-17T06:53:19.662898,1779000799,1,2025-12-30 04:48:20,2026-05-17 06:53:23
4863,d728944f-399a-4da9-a66d-20ae95e34dec,bmw,330,BMW 330d xDrive HK HiFi DAB LED GSD,,60899.0,6100,Diesel,02-2025,,,Händler,,2026-05-17T06:53:19.664124,1779000799,1,2026-02-01 05:28:38,2026-05-17 06:53:23
5150,c136e285-1842-4f59-88e9-07b6ccfe4a74,bmw,330,BMW 330xDriveTouring,,41500.0,12020,Benzin,04-2025,,,Händler,,2026-05-17T06:53:19.664935,1779000799,1,2026-02-11 05:43:02,2026-05-17 06:53:23
5152,943f0c46-a1cd-4dc9-a214-577106938286,bmw,330,BMW 330xDrive Touring,,41500.0,15300,Benzin,04-2025,,,Händler,,2026-05-17T06:53:19.665339,1779000799,1,2026-02-11 05:43:02,2026-05-17 06:53:23
5631,b8e9ad39-03cb-4e13-87d7-34fe8f91abdb,bmw,330,BMW 330330i 252 ch Luxury A,,12000.0,167000,Benzin,02-2017,,,Privat,,2026-05-17T06:53:19.666553,1779000799,1,2026-03-01 05:23:43,2026-05-17 06:53:23
6184,feda32b2-ec03-4493-84e4-f033935c806f,bmw,330,BMW 330e xDrive HK HiFi DAB LED GSD,,55899.0,10672,2,10-2025,,,Händler,,2026-05-17T06:53:19.664526,1779000799,1,2026-03-21 05:13:41,2026-05-17 06:53:23
6838,bfe721fb-efce-4743-bdb4-6d9f608a42b6,bmw,330,BMW 330330d GT Aut. Sport Line,,17500.0,188000,Diesel,11-2017,,,Privat,,2026-05-17T06:53:19.663716,1779000799,1,2026-04-18 05:48:37,2026-05-17 06:53:23
6860,817b4adc-c53b-4eff-a8ab-599f1b84b883,bmw,330,BMW 330e TOURING 292CV PHEV INDIVIDUAL * GARANTIE 36 MOIS,,27990.0,66581,2,03-2021,,,Händler,,2026-05-17T06:53:19.663314,1779000799,1,2026-04-19 06:07:42,2026-05-17 06:53:23
6920,77755970-abb3-473b-97b3-1b54e2f25258,bmw,330,BMW 330330i Touring Aut. Sport Line,,33399.0,52000,Benzin,02-2022,,,Privat,,2026-05-17T06:53:19.667362,1779000799,1,2026-04-21 06:11:49,2026-05-17 06:53:23
7105,7db9d01d-c1b1-46f8-a9cd-1b40e7931133,bmw,330,BMW 330i xDRIVE 252CH FACELIFT / LED / HARMAN KARDON /,,19990.0,139000,Benzin,05-2016,,,Händler,,2026-05-17T06:53:19.665742,1779000799,1,2026-04-26 06:16:19,2026-05-17 06:53:23
7169,65748ff7-a273-456d-b2b6-eb6fdd7d7bbb,bmw,330,BMW 330330i Aut. Luxury Line,,29500.0,118000,Benzin,07-2020,,,Privat,,2026-05-17T06:53:19.666961,1779000799,1,2026-04-29 06:33:53,2026-05-17 06:53:23
631,5537e502-156e-4c63-b1c0-6aea50da0cc5,bmw,330,BMW 330e xDrive M Sport,,70150.0,0,2,new,,,Händler,,2026-05-17T06:53:15.456639,1779000795,1,2025-07-04 21:24:42,2026-05-17 06:53:23
3411,1ffdbf06-6f2d-4039-9f85-fee7423bad02,bmw,330,BMW 330Cd,,13000.0,158000,Diesel,08-2003,,,Privat,,2026-05-17T06:53:15.459044,1779000795,1,2025-12-14 04:43:57,2026-05-17 06:53:23
4885,36c7ba93-12e1-45ab-8957-7ecf72b082b5,bmw,330,BMW 330330d Aut. M Sport,,17950.0,205000,Diesel,03-2016,,,Privat,,2026-05-17T06:53:15.453377,1779000795,1,2026-02-02 05:31:27,2026-05-17 06:53:23
4971,89dad913-7908-459f-bd65-a9cb14687e96,bmw,330,BMW 330330i xDrive M-Sport Touring 245CV *Hayon*ACC*Siège,,38990.0,9964,Benzin,07-2025,,,Händler,,2026-05-17T06:53:15.458236,1779000795,1,2026-02-05 05:23:52,2026-05-17 06:53:23
5204,56032a97-d985-4f6f-b540-7012c5c8ccd6,bmw,330,BMW 330330i xDrive M-Sport Touring 245CV *Hayon*ACC*Siège,,36990.0,9410,Benzin,12-2024,,,Händler,,2026-05-17T06:53:15.455829,1779000795,1,2026-02-12 05:31:20,2026-05-17 06:53:23
