id,listing_id,make,model,title,price_old,price_new,price_difference,price_change_percent,change_type,change_date,change_timestamp,last_seen,created_at
1129,4abac34c-0f87-45f8-b6ec-59c28e7eaa12,bmw,430,BMW 430430i Cabrio Sport Line M interior,23900.0,23500.0,-400.0,-1.6736401673640167,PREIS_GESUNKEN,2025-12-12T23:00:10.490628,1765580410,2025-12-04T04:40:28.751559,2025-12-12 23:00:10
1130,08501fb6-884b-4fb2-8ee6-2d85148351f7,bmw,430,BMW 430xDrive,52900.0,48900.0,-4000.0,-7.561436672967864,PREIS_GESUNKEN,2025-12-12T23:00:10.491061,1765580410,2025-12-04T04:40:28.752806,2025-12-12 23:00:10
1048,87b2bbc7-7bb0-450f-8ed3-e24972350c8b,bmw,430,BMW 430I CABRIO -45% 258cv BVA M SPORT +GPS+CUIR+Options,43950.0,39650.0,-4300.0,-9.783845278725826,PREIS_GESUNKEN,2025-12-03T04:38:28.199300,1764736708,2025-12-02T04:39:48.250344,2025-12-03 04:38:28
774,b4f76098-6cc5-4b31-a160-51f809bdd1b4,bmw,430,BMW 430430d Coupe  Aut. Luxury Line,20500.0,19500.0,-1000.0,-4.878048780487805,PREIS_GESUNKEN,2025-10-23T04:32:59.638665,1761193979,2025-10-22T04:33:46.121495,2025-10-23 04:32:59
683,aa995ba5-695f-436b-9478-650c51fdf7a8,bmw,430,BMW 430430i Coupe M Sport,41000.0,36000.0,-5000.0,-12.195121951219512,PREIS_GESUNKEN,2025-10-14T04:33:04.911347,1760416384,2025-10-13T04:33:41.563786,2025-10-14 04:33:04
654,b4f76098-6cc5-4b31-a160-51f809bdd1b4,bmw,430,BMW 430430d Coupe  Aut. Luxury Line,21900.0,20500.0,-1400.0,-6.392694063926941,PREIS_GESUNKEN,2025-10-09T04:32:52.193915,1759984372,2025-10-08T04:32:36.129728,2025-10-09 04:32:52
590,b4f76098-6cc5-4b31-a160-51f809bdd1b4,bmw,430,BMW 430430d Coupe  Aut. Luxury Line,23200.0,21900.0,-1300.0,-5.603448275862069,PREIS_GESUNKEN,2025-10-01T04:32:37.764345,1759293157,2025-09-30T04:33:04.691182,2025-10-01 04:32:37
563,9a2aec1f-67c3-471a-9a1b-e742ecfeb192,bmw,430,BMW 430d xDrive MSport,89998.0,78800.0,-11198.0,-12.442498722193825,PREIS_GESUNKEN,2025-09-28T04:32:03.612252,1759033923,2025-09-27T04:31:28.919240,2025-09-28 04:32:03
550,57ee4c74-a4fd-4b46-b9b5-6265cee8dd95,bmw,430,BMW 430i xDrive MSport,73570.0,74500.0,930.0,1.2641022155770014,PREIS_GESTIEGEN,2025-09-27T04:31:32.362782,1758947492,2025-09-26T04:32:27.467138,2025-09-27 04:31:32
510,b69f2331-6882-4573-b48b-01fa67e58a39,bmw,430,BMW 430D Coupé  xDrive M Sport,46990.0,44490.0,-2500.0,-5.320280910832092,PREIS_GESUNKEN,2025-09-24T04:32:05.490127,1758688325,2025-09-03T04:31:43.377608,2025-09-24 04:32:05
511,aa995ba5-695f-436b-9478-650c51fdf7a8,bmw,430,BMW 430430i Coupe M Sport,43500.0,41000.0,-2500.0,-5.747126436781609,PREIS_GESUNKEN,2025-09-24T04:32:05.490560,1758688325,2025-09-03T04:31:43.378071,2025-09-24 04:32:05
512,57ee4c74-a4fd-4b46-b9b5-6265cee8dd95,bmw,430,BMW 430i xDrive MSport,85081.0,73570.0,-11511.0,-13.529460161493164,PREIS_GESUNKEN,2025-09-24T04:32:05.490824,1758688325,2025-09-03T04:31:43.378566,2025-09-24 04:32:05
351,87b2bbc7-7bb0-450f-8ed3-e24972350c8b,bmw,430,BMW 430I CABRIO -39% 258cv BVA M SPORT +GPS+CUIR+Options,44950.0,43950.0,-1000.0,-2.2246941045606228,PREIS_GESUNKEN,2025-08-22T04:33:09.321445,1755837189,2025-08-21T04:33:54.726557,2025-08-22 04:33:09
102,62f3c251-e63e-4e98-ba7b-2800b0b7a1fb,bmw,430,BMW430430i Coupe M Sport,38900.0,36000.0,-2900.0,-7.455012853470437,PREIS_GESUNKEN,2025-07-18T04:49:11.539309,1752814151,2025-07-17T04:45:52.405730,2025-07-18 04:49:11
